"Job.Title","Position","Employee.Identifier","Fiscal.Year.2018","Total.Biennium","agency"
"GRADUATE SERVICE ASSISTANT","101372","B4619512A7","$7,760.00","$7,760.00","Minot State University"
"GRADUATE SERVICE ASSISTANT","101372","B8B12E3F5B","$2,500.00","$2,500.00","Minot State University"
"GRADUATE SERVICE ASSISTANT","101372","CEA6D4DAFE","$2,609.00","$2,609.00","Minot State University"
"GRADUATE SERVICE ASSISTANT","101372","F367C49F8B","$2,500.00","$2,500.00","Minot State University"
"GRADUATE SERVICE ASSISTANT","101372","F87FD7C023","$3,050.00","$3,050.00","Minot State University"
"GRADUATE TEACHING ASSISTANT ","100099","39FF1A69C6","$1,712.50","$1,712.50","Minot State University"
"GRANT & ACCTING ANALYST ","13198","398F151D95","$28,411.56","$28,411.56","Minot State University"
"GROUNDS LABORER ","100761","B1F43249AA","$16,836.96","$16,836.96","Minot State University"
"HEAD BASKETBALL COACH, WOMEN","12809","8FCE165950","$31,600.00","$31,600.00","Minot State University"
"HEAD COACH, BASEBALL","25586","733548BA09","$22,900.00","$22,900.00","Minot State University"
"HEAD COACH, FOOTBALL","13129","B313C6859A","$45,862.56","$45,862.56","Minot State University"
"HEAD COACH, TRACK ","12990","DEE9773BA2","$47,460.60","$47,460.60","Minot State University"
"HEAD COACH, VOLLEYBALL","12774","D7DED62E99","$30,240.00","$30,240.00","Minot State University"
"HEAD SOCCER COACH ","27274","26B80FFD73","$36,300.04","$36,300.04","Minot State University"
"HEAD SOFTBALL COACH ","12682","C1A1B51541","$28,322.73","$28,322.73","Minot State University"
"HEAD WRESTLING COACH","27273","9D48160733","$27,810.00","$27,810.00","Minot State University"
"HEATING PLANT OPERATOR","12679","6D325EB5F4","$19,551.68","$19,551.68","Minot State University"
"INFORMATION PROCESS SPECIALIST","24610","DA7B9473AB","$4,728.61","$4,728.61","Minot State University"
"INFORMATION PROCESSING SPEC ","12858","DA7B9473AB","$8,481.49","$8,481.49","Minot State University"
"INSTRUCTIONAL ALL OTHER ","27360","C06615D168","$23,030.00","$23,030.00","Minot State University"
"INSTRUCTIONAL DESIGN COORD","13166","08CE17196E","$25,417.96","$25,417.96","Minot State University"
"INSTRUCTOR","27368","D1022676FF","$40,699.80","$40,699.80","Minot State University"
"INSTRUCTOR ACCOUNTING ","12705","D211EA8E4A","$30,551.52","$30,551.52","Minot State University"
"INSTRUCTOR ACCOUNTING ","12769","45BCE21159","$32,350.99","$32,350.99","Minot State University"
"INSTRUCTOR BUS ADMIN/FIN","13007","41F42AA073","$38,624.97","$38,624.97","Minot State University"
"INSTRUCTOR BUSINESS ADMIN ","12803","4F54DB26DC","$33,835.01","$33,835.01","Minot State University"
"INSTRUCTOR BUSINESS ADMIN ","12902","937BBFBF78","$25,363.47","$25,363.47","Minot State University"
"INSTRUCTOR BUSINESS INFO TECH ","22688","CA86B4A99A","$21,479.95","$21,479.95","Minot State University"
"INSTRUCTOR CD/SPEECH/AUD","12663","E65C934165","$23,749.99","$23,749.99","Minot State University"
"INSTRUCTOR CD/SPEECH/AUD","12799","E7269155F5","$14,191.11","$14,191.11","Minot State University"
"INSTRUCTOR CD/SPEECH/AUD","12954","16F8FE9034","$28,750.04","$28,750.04","Minot State University"
"INSTRUCTOR CD/SPEECH/AUD","22686","8621D3CA15","$27,000.00","$27,000.00","Minot State University"
"INSTRUCTOR CRIMINAL JUSTICE ","24837","C6C1D33168","$18,926.54","$18,926.54","Minot State University"
"INSTRUCTOR EDU/GEN TEACHER","13098","6896D9A366","$29,365.90","$29,365.90","Minot State University"
"INSTRUCTOR ENGLISH/LIT GENERAL","12796","737F62E3DA","$29,851.97","$29,851.97","Minot State University"
"INSTRUCTOR ENGLISH/LIT GENERAL","13146","B7EE4A7684","$24,472.97","$24,472.97","Minot State University"
"INSTRUCTOR ENGLISH/LIT GENERAL","13199","345BED3402","$23,066.54","$23,066.54","Minot State University"
"INSTRUCTOR ENGLISH/LIT GENERAL","24131","81C58217C8","$22,000.04","$22,000.04","Minot State University"
"INSTRUCTOR HEALTH/PE/FITNESS","12924","4BE4B9C805","$23,854.50","$23,854.50","Minot State University"
"INSTRUCTOR HEALTH/PE/FITNESS","13149","BA324A354F","$22,222.21","$22,222.21","Minot State University"
"INSTRUCTOR MATH ","12798","4B81B9D6FB","$22,974.03","$22,974.03","Minot State University"
"INSTRUCTOR MATH ","12807","182882A066","$24,357.03","$24,357.03","Minot State University"
"INSTRUCTOR NURSING","12815","56C354FDCD","$26,198.54","$26,198.54","Minot State University"
"INSTRUCTOR NURSING","12920","D0AF3F1CE7","$26,198.54","$26,198.54","Minot State University"
"INSTRUCTOR NURSING","12987","607ED0E33E","$26,198.54","$26,198.54","Minot State University"
"INSTRUCTOR NURSING","12994","97E395C0FF","$26,613.00","$26,613.00","Minot State University"
"INSTRUCTOR NURSING","13043","7633DAC529","$28,486.00","$28,486.00","Minot State University"
"INSTRUCTOR NURSING","13049","563D76B603","$27,243.58","$27,243.58","Minot State University"
"INSTRUCTOR NURSING","13064","F612A69AEE","$26,557.64","$26,557.64","Minot State University"
"INSTRUCTOR NURSING","13168","11E480DBC2","$26,984.48","$26,984.48","Minot State University"
"INSTRUCTOR NURSING","28280","0D6B6DF8EB","$28,147.96","$28,147.96","Minot State University"
"INSTRUCTOR SCIENCE, BIOLOGY ","25018","D5B2E7BFA5","$19,891.01","$19,891.01","Minot State University"
"INSTRUCTOR SCIENCE, CHEMISTRY ","13220","257783C777","$28,244.43","$28,244.43","Minot State University"
"INSTRUCTOR SOCIAL SCI, ECON ","103531","EA6CEA6F61","$30,859.99","$30,859.99","Minot State University"
"INSTRUCTOR SOCIAL WORK","102656","1649CAB153","$25,750.01","$25,750.01","Minot State University"
"INSTRUCTOR SPECIAL EDUCATION","12686","04400E8C3B","$25,936.17","$25,936.17","Minot State University"
"INSTRUCTOR SPECIAL EDUCATION","102828","7566D932F6","$17,856.47","$17,856.47","Minot State University"
"INSTRUCTOR SPECIAL EDUCATION","102829","91A47E5408","$22,451.47","$22,451.47","Minot State University"
"INTERNATIONAL STUDENT COORD ","13189","4FE21B526C","$19,393.50","$19,393.50","Minot State University"
"INTERNET CONTENT ASSISTANT","27104","86713F08CE","$18,950.04","$18,950.04","Minot State University"
"IT ADMIN SUPPORT COORDIN","12820","B846EF249C","$28,104.48","$28,104.48","Minot State University"
"IT OFFICE CLERK ","12747","2D049461DD","$4,283.81","$4,283.81","Minot State University"
"IT OFFICE CLERK ","12747","65C59CA04F","$10,919.97","$10,919.97","Minot State University"
"IVN SITE COORDINATOR","12740","B034A0047B","$18,090.96","$18,090.96","Minot State University"
"LEARNING RESOURCE CTR COORD ","13080","DCE7C3AE21","$17,616.00","$17,616.00","Minot State University"
"LIBRARIAN ","12717","2219F2282C","$25,244.04","$25,244.04","Minot State University"
"LIBRARIAN ","12875","53148F08C5","$28,365.48","$28,365.48","Minot State University"
"LIBRARIAN ","12880","3702A9C187","$18,187.90","$18,187.90","Minot State University"
"LIBRARIAN ","12927","46B4AAF56D","$34,335.68","$34,335.68","Minot State University"
"LIBRARIAN ","13057","FFA2521736","$35,646.48","$35,646.48","Minot State University"
"LIBRARY ASSOCIATE ","12680","F22B49D293","$18,342.48","$18,342.48","Minot State University"
"LIBRARY ASSOCIATE ","13016","244EBF8FDC","$14,868.96","$14,868.96","Minot State University"
"LICENSED PRACTICAL NURSE","25462","E69DCB0868","$13,593.96","$13,593.96","Minot State University"
"MAINTENANCE & PROJECT COORD ","23612","F2D1023BBD","$22,940.70","$22,940.70","Minot State University"
"MAINTENANCE SUPERINTENDENT","13186","C8F87CC866","$33,913.13","$33,913.13","Minot State University"
"MANAGER, PUBLICATIONS & DESIGN","13185","8821673D7D","$23,505.48","$23,505.48","Minot State University"
"MATH & CS, CHAIR","12892","59ABEF9742","$44,620.01","$44,620.01","Minot State University"
"MECHANICAL MAINTENANCE WORKER ","13011","88454CF35A","$19,748.52","$19,748.52","Minot State University"
"MINOT AFB CEL COORDINATOR ","12915","6CD3898833","$23,211.96","$23,211.96","Minot State University"
"NATIVE AMERICAN CTR DIRECTOR","27153","0737DE63A1","$29,225.52","$29,225.52","Minot State University"
"NDCPD RESEARCH ASSOCIATE","12722","339D007534","$30,650.04","$30,650.04","Minot State University"
"NDCPD RESEARCH ASSOCIATE","12760","DC4E98658B","$24,791.74","$24,791.74","Minot State University"
"NDCPD RESEARCH ASSOCIATE","12773","518B23E9BC","$17,496.94","$17,496.94","Minot State University"
"NDCPD RESEARCH ASSOCIATE","13029","1AA6313023","$29,374.86","$29,374.86","Minot State University"
"NDCPD RESEARCH ASSOCIATE","13159","916C4479DE","$31,093.20","$31,093.20","Minot State University"
"NDCPD RESEARCH ASSOCIATE","13203","8CDACE675D","$32,779.92","$32,779.92","Minot State University"
"NDCPD RESEARCH ASSOCIATE","23651","E49D855B0D","$22,674.48","$22,674.48","Minot State University"
"NDCPD RESEARCH ASSOCIATE","24732","E139C86ADA","$21,787.56","$21,787.56","Minot State University"
"NDCPD RESEARCH ASSOCIATE","25328","BB0A56634E","$28,681.20","$28,681.20","Minot State University"
"NDCPD RESEARCH ASSOCIATE","28076","37514B0AE2","$30,326.40","$30,326.40","Minot State University"
"NDCPD RESEARCH ASSOCIATE","28078","4BB52F3D5B","$21,378.04","$21,378.04","Minot State University"
"NDCPD RESEARCH ASSOCIATE","28079","1B4C104AE6","$13,677.11","$13,677.11","Minot State University"
"NDCPD RESEARCH ASSOCIATE","100922","F1EBF2C9FE","$23,269.04","$23,269.04","Minot State University"
"NDCPD RESEARCH ASSOCIATE","100990","D63289BA25","$27,195.48","$27,195.48","Minot State University"
"NDCPD RESEARCH ASSOCIATE","100991","7993C29C9B","$21,150.00","$21,150.00","Minot State University"
"NDCPD RESEARCH ASSOCIATE","100992","48F341935A","$25,797.48","$25,797.48","Minot State University"
"NDCPD RESEARCH ASSOCIATE","100993","1E71E2BC02","$19,899.60","$19,899.60","Minot State University"
"NETWORK COMPUTER SUPPORT SPEC ","12770","CBDA0F4A6F","$25,548.96","$25,548.96","Minot State University"
"NETWORK OPERATIONS MANAGER","12788","CFE1957C6F","$34,947.96","$34,947.96","Minot State University"
"NEW STUDENT PROG COORD","103590","CC80A9EA68","$15,000.00","$15,000.00","Minot State University"
"OCCUPATIONAL THERAPIST","25372","4CFD2517EF","$19,327.56","$19,327.56","Minot State University"
"OFFICE MANAGER","12960","121C4F4EDF","$29,030.52","$29,030.52","Minot State University"
"ONLINE INSTRUCTIONAL DESIGNER ","13096","7328A1B54D","$33,833.04","$33,833.04","Minot State University"
"ONLINE PROGRAM COORDINATOR","12996","EECCC3E906","$22,155.00","$22,155.00","Minot State University"
"PART TIME FACULTY ","13260","2472F42D43","$3,636.00","$3,636.00","Minot State University"
"PART TIME FACULTY ","13260","2531D695BA","$545.40","$545.40","Minot State University"
"PART TIME FACULTY ","13260","2ACE3FC6CA","$1,818.00","$1,818.00","Minot State University"
"PART TIME FACULTY ","13260","2D9685EBC9","$1,818.00","$1,818.00","Minot State University"
"PART TIME FACULTY ","13260","41BCCED5DD","$4,636.00","$4,636.00","Minot State University"
"PART TIME FACULTY ","13260","423DB8C237","$2,000.00","$2,000.00","Minot State University"
"PART TIME FACULTY ","13260","432A16FD35","$1,525.00","$1,525.00","Minot State University"
"PART TIME FACULTY ","13260","44CC30AF33","$4,114.40","$4,114.40","Minot State University"
"PART TIME FACULTY ","13260","7190926434","$150.00","$150.00","Minot State University"
"PART TIME FACULTY ","13260","7F67CAAB52","$4,090.50","$4,090.50","Minot State University"
"PART TIME FACULTY ","13260","928461F742","$4,006.70","$4,006.70","Minot State University"
"PART TIME FACULTY ","13260","9798D15700","$1,818.00","$1,818.00","Minot State University"
"PART TIME FACULTY ","13260","B88F477479","$240.00","$240.00","Minot State University"
"PART TIME FACULTY ","13260","B8B12E3F5B","$542.50","$542.50","Minot State University"
"PART TIME FACULTY ","13260","BC93D247D0","$2,000.00","$2,000.00","Minot State University"
"PART TIME FACULTY ","13260","CEDEBF12B4","$13,547.00","$13,547.00","Minot State University"
"PART TIME FACULTY ","13260","D8154DCB8E","$5,636.00","$5,636.00","Minot State University"
"PART TIME FACULTY ","13268","0878DE9D55","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13268","1055BE4C0A","$18,469.64","$18,469.64","Minot State University"
"PART TIME FACULTY ","13268","1A6BBF8BDC","$3,557.40","$3,557.40","Minot State University"
"PART TIME FACULTY ","13268","24D3A0D1BA","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13268","2CD9A44626","$14,267.34","$14,267.34","Minot State University"
"PART TIME FACULTY ","13268","2E4606AD1D","$3,557.40","$3,557.40","Minot State University"
"PART TIME FACULTY ","13268","33FAB23BAF","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13268","556918F41A","$1,704.38","$1,704.38","Minot State University"
"PART TIME FACULTY ","13268","69385EDF1A","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13268","7B30AB4855","$100.00","$100.00","Minot State University"
"PART TIME FACULTY ","13268","7CE3332831","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13268","8529C5DBE6","$1,078.00","$1,078.00","Minot State University"
"PART TIME FACULTY ","13268","9C5EBBA50C","$3,999.60","$3,999.60","Minot State University"
"PART TIME FACULTY ","13268","D0BE997839","$5,956.50","$5,956.50","Minot State University"
"PART TIME FACULTY ","13268","D627C7B638","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13268","E5B9A8C15C","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13268","F52E52373A","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13271","07188BF25E","$200.00","$200.00","Minot State University"
"PART TIME FACULTY ","13271","2D1C37F4D1","$14,453.10","$14,453.10","Minot State University"
"PART TIME FACULTY ","13271","8E9A4FF67B","$1,500.00","$1,500.00","Minot State University"
"PART TIME FACULTY ","13271","93D9A49F87","$3,077.00","$3,077.00","Minot State University"
"PART TIME FACULTY ","13271","966953DECF","$1,250.00","$1,250.00","Minot State University"
"PART TIME FACULTY ","13271","C145F4ADD7","$150.00","$150.00","Minot State University"
"PART TIME FACULTY ","13271","DD489D50C9","$1,635.99","$1,635.99","Minot State University"
"PART TIME FACULTY ","13271","EEAFD86F62","$16,452.33","$16,452.33","Minot State University"
"PART TIME FACULTY ","13321","04B834D339","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","13321","7C9E5F5899","$4,545.00","$4,545.00","Minot State University"
"PART TIME FACULTY ","13321","C5F064793A","$4,545.00","$4,545.00","Minot State University"
"PART TIME FACULTY ","13332","182F1F327D","$4,851.00","$4,851.00","Minot State University"
"PART TIME FACULTY ","13332","46124FF41F","$8,181.00","$8,181.00","Minot State University"
"PART TIME FACULTY ","13332","4DF3121D17","$7,009.00","$7,009.00","Minot State University"
"PART TIME FACULTY ","13332","799B851134","$9,702.00","$9,702.00","Minot State University"
"PART TIME FACULTY ","13332","8D228521BB","$6,817.50","$6,817.50","Minot State University"
"PART TIME FACULTY ","13332","A733490ECC","$6,817.50","$6,817.50","Minot State University"
"PART TIME FACULTY ","13332","DB16071F18","$8,181.00","$8,181.00","Minot State University"
"PART TIME FACULTY ","22958","C65F33A4DE","$4,554.09","$4,554.09","Minot State University"
"PART TIME FACULTY ","22958","C965E1FD84","$20,859.30","$20,859.30","Minot State University"
"PART TIME FACULTY ","22959","1372E4E792","$2,829.75","$2,829.75","Minot State University"
"PART TIME FACULTY ","22960","46733E59A3","$500.00","$500.00","Minot State University"
"PART TIME FACULTY ","22960","5748D13DE3","$7,272.00","$7,272.00","Minot State University"
"PART TIME FACULTY ","22960","7328A1B54D","$2,727.00","$2,727.00","Minot State University"
"PART TIME FACULTY ","22960","A30FB35AFC","$16,362.00","$16,362.00","Minot State University"
"PART TIME FACULTY ","22960","A81F540AF4","$475.00","$475.00","Minot State University"
"PART TIME FACULTY ","22960","FBCB0B4B2B","$900.00","$900.00","Minot State University"
"PART TIME FACULTY ","22961","3E6FC43A9D","$7,764.56","$7,764.56","Minot State University"
"PART TIME FACULTY ","22961","70F65CD839","$3,469.04","$3,469.04","Minot State University"
"PART TIME FACULTY ","22961","8E416C15AB","$2,745.03","$2,745.03","Minot State University"
"PART TIME FACULTY ","22961","DC1B92594D","$4,729.00","$4,729.00","Minot State University"
"PART TIME FACULTY ","22962","07615435AC","$6,636.06","$6,636.06","Minot State University"
"PART TIME FACULTY ","22962","D64D37405A","$1,455.30","$1,455.30","Minot State University"
"PART TIME FACULTY ","22963","0A6B65ACB4","$4,090.50","$4,090.50","Minot State University"
"PART TIME FACULTY ","22963","C13CD8AA1E","$6,979.13","$6,979.13","Minot State University"
"PART TIME FACULTY ","22964","399DEDEB3B","$4,090.50","$4,090.50","Minot State University"
"PART TIME FACULTY ","22964","51536D70E6","$600.00","$600.00","Minot State University"
"PART TIME FACULTY ","22964","B427C5B4AD","$852.18","$852.18","Minot State University"
"PART TIME FACULTY ","22965","071AE31E8D","$5,336.10","$5,336.10","Minot State University"
"PART TIME FACULTY ","22965","236B75673A","$3,557.40","$3,557.40","Minot State University"
"PART TIME FACULTY ","22965","37FE20721E","$5,336.10","$5,336.10","Minot State University"
"PART TIME FACULTY ","22965","3BCB014382","$6,791.40","$6,791.40","Minot State University"
"PART TIME FACULTY ","22965","B24A172C2F","$3,234.00","$3,234.00","Minot State University"
"PART TIME FACULTY ","22965","E5A84CF3FC","$5,336.10","$5,336.10","Minot State University"
"PART TIME FACULTY ","22966","8D2CBA3D0C","$4,702.00","$4,702.00","Minot State University"
"PART TIME FACULTY ","25576","1F61286120","$233.50","$233.50","Minot State University"
"PART TIME FACULTY ","25576","3656559D49","$1,671.00","$1,671.00","Minot State University"
"PART TIME FACULTY ","25576","50E5BA3B09","$3,286.00","$3,286.00","Minot State University"
"PART TIME FACULTY ","25576","7B688A994D","$9,863.90","$9,863.90","Minot State University"
"PART TIME FACULTY ","25576","8CDACE675D","$50.00","$50.00","Minot State University"
"PART TIME FACULTY ","25576","8E0B9852BE","$5,105.70","$5,105.70","Minot State University"
